Sentence,Anger,Disgust,Fear,Joy,Sadness,Top Feeling
Director George Stevens celebrates the spirit of adventure in grand style and scope as our heroes tangle with an army of Thuggees.,0.032407,0.014996,0.039394,0.691791,0.096149,Joy
Lenser Joseph H. August received an Oscar nomination for his outstanding black  white cinematography.,0.094467,0.299283,0.020739,0.258046,0.250088,Disgust
I would love to have that two hours of my life back.,0.037811,0.036809,0.020947,0.621112,0.13982,Joy
It seemed to be several clips from Steves Animal Planet series that was spliced into a loosely constructed script.,0.308209,0.496977,0.085515,0.043334,0.227326,Disgust
Dont Go If you must see it wait for the video .,0.186781,0.131657,0.29821,0.016189,0.497636,Sadness
The script for this movie was probably found in a hairball recently coughed up by a really old dog.,0.120038,0.404524,0.528014,0.017809,0.102938,Fear
Mostly an amateur film with lame FX.,0.166509,0.198777,0.316889,0.027815,0.420174,Sadness
For you ZetaJones fanatics she has the credibility of one Mr. Looking for Quo Vadis at my local video store I found this 1985 version that looked interesting.,0.036793,0.036311,0.097127,0.299857,0.372086,Sadness
Wow It was amazing Very much a Ken Russell kind of film quirky stylized very artistic and of course different.,0.087351,0.085803,0.030797,0.677353,0.025453,Joy
Nero was presented not so much as evil incarnate but as a wacky unfulfilled emperor who would rather have had a circus career.,0.173164,0.296507,0.295188,0.043279,0.325019,Sadness
He probably wondered why on earth he was put in the position of leading an empire it wasnt much fun and fun is what he longed for.,0.066894,0.100456,0.210444,0.121299,0.475556,Sadness
Klause Maria Bandaur had a tremendous time with this role and played it for all it was worth.,0.069465,0.063037,0.053441,0.474724,0.188115,Joy
Yes Nero persecuted the Christians with a vengeance.,0.276084,0.224091,0.076108,0.208007,0.196559,Anger
one of many who did so.,0.188752,0.151592,0.26069,0.074683,0.388598,Sadness
At one point one of his henchmen murmurs No one will ever understand we were simply protecting ourselves.,0.09171,0.2981,0.034699,0.082427,0.527075,Sadness
He got that right.,0.158803,0.046765,0.105034,0.354605,0.20977,Joy
Note to all mad scientists everywhere if youre going to turn your son into a genetically mutated monster you need to give him a scarier name than Paul.,0.24699,0.376,0.375624,0.007149,0.204689,Disgust
I dont care if hes a frightening hammerhead shark with a mouthful of daggersharp teeth and the ability to ambush people in the water as well as on dry land.,0.322321,0.642164,0.058323,0.010097,0.158906,Disgust
Give the kid a more worthy name like Thor Rock or Tiburon.,0.06454,0.181357,0.062018,0.433942,0.13485,Joy
It makes what could have been a decent scary horror movie just seem silly.,0.018496,0.102765,0.832857,0.002444,0.125139,Fear
Not that there arent other campy and contrived parts of Hammerhead Shark Frenzy.,0.107386,0.213604,0.135557,0.159996,0.357763,Sadness
The one thing SciFI Channel did right in this movie was let the hottie live.,0.126282,0.158957,0.049845,0.454175,0.100032,Joy
But thats a small silver lining in an otherwise disappointing movie.,0.074796,0.190503,0.085656,0.021904,0.698832,Sadness
is this  This must without a doubt be the biggest waste of film settings and camera ever.,0.264804,0.45839,0.19283,0.009355,0.276662,Disgust
I know you cant set your expectations for an 80s slasher high but this is too stupid to be true.,0.368592,0.047725,0.120512,0.04293,0.50469,Sadness
I baught this film for 0. 89 and I still feel the urge to go claim my money back.,0.221525,0.214704,0.445448,0.002393,0.303504,Fear
Can you imagine who hard it STINKS Who is the violent killer in this film and what are his motivations Well actually you couldnt possible care less.,0.221746,0.414036,0.236366,0.003202,0.329646,Disgust
And why should you The makers of this piece of garbage sure didnt care.,0.295238,0.518833,0.062293,0.001336,0.328026,Disgust
They didnt try to create a tiny bit of tension.,0.380277,0.054157,0.056731,0.266369,0.172511,Anger
The director  Stephen Carpenter  I guess its much easier to find money with a name like that  also made the Kindred 1986 wich was rather enjoyable and recently he did Soul Survivors.,0.034098,0.027957,0.03811,0.530795,0.20636,Joy
Complete crap as well but at least that one had Eliza Dushku.,0.419009,0.153547,0.194143,0.005326,0.409448,Anger
This junk has the debut of Daphne Zuniga   Who   Yeah thats right the Melrose Place chick.,0.233024,0.144025,0.11773,0.091961,0.445464,Sadness
Her very memorable character dies about 15 min.,0.128798,0.148356,0.113958,0.043072,0.632973,Sadness
after the opening credits.,0.119089,0.047256,0.134809,0.077433,0.616507,Sadness
Shes the second person to die.,0.081148,0.329355,0.104404,0.013824,0.598082,Sadness
The first victim dies directly in the first minute but nobody seems to mention or miss him afterwards so who cares  The rest of the actors.,0.060792,0.082977,0.118581,0.000823,0.820418,Sadness
they dont deserve the term actors actually are completely uninteresting.,0.224314,0.521038,0.061256,0.054452,0.26274,Disgust
Youre hoping they die a quick and painful death.,0.032122,0.053293,0.257639,0.000651,0.739873,Sadness
and not only their charactersMy humble opinion  0  10.,0.137246,0.072392,0.044628,0.445488,0.166996,Joy
Intrigued by the synopsis every gay video these days has a hunk on the cover.,0.147902,0.16622,0.462906,0.051831,0.26348,Fear
this is not necessarily to be construed as a good sign I purchased BEN AND ARTHUR without knowing a thing about it.,0.027389,0.012829,0.045673,0.244462,0.50765,Sadness
This is my second and I assure you it will be my last purchase of a CULTURE Q CONNECTION video.,0.18135,0.083484,0.04719,0.090609,0.595666,Sadness
As far as I am concerned this DVD is nothing but a blatant ripoff.,0.673687,0.137617,0.202117,0.002517,0.165762,Anger
My collection boasts over 1600 films 93 on them on DVD and of those well over 300 are gay and lesbian themed.,0.135183,0.230955,0.141279,0.062136,0.488835,Sadness
Sometimes this makes for a pleasant surprise  Aimee  Jaguar Its In The Water Urbania and Normal are all examples of excellent gay titles that I stumbled upon accidentally.,0.129384,0.288353,0.05282,0.229972,0.247885,Disgust
That film was pretty bad but compared to BEN AND ARTHUR it viewed like GONE WITH THE WIND.,0.056431,0.267747,0.203114,0.076943,0.438206,Sadness
So what was so wrong with BEN AND ARTHUR Plenty To begin with the plot such as it was was totally ridiculous.,0.492513,0.247032,0.192821,0.018711,0.237847,Anger
The writing is so poor that many scenes make no sense at all and several plot points reflect no logic followup or connection to the story.,0.391872,0.255174,0.078814,0.000624,0.467169,Sadness
Murder and violence seem to be acceptable ends to the gay activist  right wing conflict on both sides and the acting is so bad that its difficult to imagine how anybody in this film got hired.,0.31972,0.520685,0.154951,0.001309,0.228509,Disgust
The characters who are supposed to be straight are almost without exception clearly gay  and nelly stereotypes to boot. the gay characters are neither sexy nor interesting.,0.19797,0.29267,0.123401,0.006754,0.542176,Sadness
This film is enough to put off anybody from buying gay themed videos forever and the distributors should be ashamed of themselves.,0.246041,0.745636,0.03014,0.00281,0.144679,Disgust
The only advantage this picture has over my other CULTURE Q Connection purchase VISIONS OF SUGARPLAMS is that this one has a soundtrack with clear dialogue.,0.277,0.063308,0.043394,0.267555,0.262958,Anger
Hardly a distinction since the script is so insipid that understanding the script only serves to make you more aware of how bad this film truly is.,0.187173,0.708099,0.088727,0.006042,0.178018,Disgust
It is an embarrassment to Queer culture and I intend to warn everyone I possibly can before they waste their money on it.,0.411571,0.458132,0.098276,0.001515,0.255321,Disgust
95 this film would have been way overpriced.,0.291182,0.469753,0.095997,0.040104,0.253711,Disgust
I understand that its soon to be repriced under 20 which is STILL highway robbery.,0.188318,0.286843,0.106701,0.010605,0.555642,Sadness
I paid the original price of 29.,0.118871,0.263746,0.037771,0.065493,0.564496,Sadness
95 and I never felt more cheated in my life.,0.14605,0.167416,0.276994,0.020473,0.50921,Sadness
I just wish IMDb would allow you to assign zero stars  or even minus zero.,0.161767,0.374219,0.075552,0.018502,0.51144,Sadness
If ever a film deserved it this is it.,0.169446,0.381426,0.052543,0.267078,0.088848,Disgust
I would comment on the rest of the film but I havent ticked spoilers so I will just say avoid avoid avoid and find yourself a proper film to watch.,0.275116,0.502485,0.272394,0.001492,0.177215,Disgust
Unremarkable and unmemorable remake of an old celebrated English film.,0.079701,0.323254,0.052957,0.419525,0.039698,Joy
Although it may be overly maligned as a total disaster which it is not it never builds any tension and betrays its TV origins.,0.433934,0.325066,0.044895,0.003913,0.388324,Anger
Richard Burton sleepwalks through his role and Sophia Lorens closed in this movie face doesnt display much passion either.,0.023484,0.110517,0.177276,0.087192,0.579805,Sadness
Simon Pegg plays a rude crude and often out of control celebrity journalist who is brought from England to work for a big American magazine.,0.225762,0.71747,0.037441,0.004205,0.183707,Disgust
Of course his winning ways create all sorts of complications.,0.159122,0.061031,0.010403,0.594818,0.064079,Joy
Amusing fact based comedy that co stars Kristen Dunst looking rather grown up Danny Huston and Jeff Bridges.,0.048585,0.101002,0.077578,0.50474,0.132763,Joy
It works primarily because we like Simon Pegg despite his bad behavior.,0.357731,0.246939,0.104835,0.006147,0.468334,Sadness
We completely understand why Kristen Dunst continues to talk to him despite his frequent screw ups.,0.240688,0.114845,0.011712,0.069758,0.602097,Sadness
I liked the film.,0.09639,0.388341,0.058223,0.279423,0.116111,Disgust
Its not the be all and end all but it was a nice way to cap off an evening of sitting on the couch watching movies.,0.04838,0.061596,0.014345,0.462792,0.246217,Joy
7 out of 10.,0.171227,0.131477,0.172706,0.172181,0.321531,Sadness
Eva Hedy Lamarr has just got married with an older man and in the honeymoon she realizes that her husband does not desire her.,0.05934,0.238751,0.066733,0.26919,0.277505,Sadness
Her disappointment with the marriage and the privation of love makes Eva returning to her fathers home in a farm leaving her husband.,0.054827,0.025284,0.031945,0.048154,0.819694,Sadness
One afternoon while bathing in a lake her horse escapes with her clothes and an young worker retrieves and gives them back to Eva.,0.360444,0.076323,0.062605,0.174575,0.301039,Anger
They fall in love for each other and become lovers.,0.02438,0.054119,0.058694,0.570673,0.142997,Joy
Later her husband misses her and tries to have Eva back home.,0.107597,0.034585,0.188636,0.003898,0.749233,Sadness
Eva refuses and fortune leads the trio to the same place ending the affair in a tragic way.,0.33569,0.395663,0.115448,0.003172,0.359503,Disgust
There are some parts totally damaged and other parts very damaged.,0.102806,0.390516,0.11085,0.023284,0.50049,Sadness
Therefore the beauty of the images in not achieved by the Brazilian viewer if he has a chance to find this rare VHS in a rental or for sale.,0.039333,0.035444,0.017151,0.670376,0.109765,Joy
