Sentence,Anger,Disgust,Fear,Joy,Sadness,Top Feeling
Hopefully it has now.,0.037472,0.0431,0.47705,0.1589,0.217849,Fear
Back to this.,0.089618,0.063856,0.143736,0.160256,0.472051,Sadness
my suggestion Read a book nonfiction dealing with the subject.,0.182416,0.163716,0.083297,0.162629,0.382083,Sadness
There are plenty of informative smart ones.,0.104086,0.035937,0.08338,0.368338,0.260201,Joy
The DVD holds a trailer.,0.159885,0.055978,0.480761,0.05255,0.311028,Fear
I recommend this only to those who know better and vehemently urge anyone who has watched it to seek out the truth.,0.194063,0.095724,0.068293,0.354697,0.178635,Joy
This is a really stupid movie in that typical 80s genre action comedy.,0.441482,0.132704,0.204757,0.05642,0.278161,Anger
Conceptwise it resembles Rush Hour but completely lacks the action the laughs and the chemistry between the main characters of that movie.,0.070479,0.137422,0.079582,0.273771,0.325838,Sadness
Let it be known that I enjoy Jay Leno as a standup and as a talk show host but he just cannot act.,0.049734,0.119964,0.054735,0.601726,0.059995,Joy
He is awful when he tries to act tough  he barely manages to keep that trademark smirk off his face while saying his oneliners which by the way arent very funny.,0.27174,0.168195,0.297917,0.000739,0.442958,Sadness
And seeing him run even back then is not a pleasant sight.,0.050354,0.131838,0.073696,0.338624,0.276313,Joy
In addition I have a feeling that Pat Morita  at least by todays standards  doesnt give a very politically correct impression of the Japanese.,0.139738,0.09805,0.173087,0.080341,0.530976,Sadness
Dont even get me started about the story.,0.147071,0.186993,0.036026,0.001789,0.750314,Sadness
I give it a 2 out of 10.,0.155497,0.098565,0.267641,0.224396,0.194516,Fear
Add to the list of caricatures a Southern preacher and congregation a torch singer Sophie Tucker a dancing chorus and The Mills Brothers  it only makes it worse.,0.263013,0.133694,0.220552,0.029966,0.47123,Sadness
Contemptible burlesques of Negro performers who themselves often appear in films to be parodying themselves and their race.,0.140686,0.323974,0.416359,0.018411,0.258264,Fear
Though the Negro comedy may have been accepted in its day its extremely offensive today and I doubt that it was ever funny.,0.186539,0.104871,0.230978,0.145519,0.313966,Sadness
Though I wouldnt have been offended I dont think that Id have laughed at the feeble attempts at humor.,0.193111,0.137581,0.228316,0.023466,0.527737,Sadness
As an 11yearold white boy however I might not have understood some of it.,0.134745,0.707964,0.070328,0.009139,0.225799,Disgust
I love Dracula but this movie was a complete disappointment I remember Lee from other Dracula films from when i was younger and i thought he was great but this movie was really bad.,0.033843,0.050813,0.072523,0.302366,0.382974,Sadness
I dont know if it was my youth that fooled me into believing Lee was the ultimate Dracula with style looks attraction and the evil underneath that.,0.272835,0.09867,0.181215,0.207381,0.204822,Anger
Or maybe it was just this film that disappointed me.,0.092829,0.282818,0.204334,0.002415,0.567913,Sadness
Then this is a movie for you Otherwise  dont see it I only gave it a 2 because somehow i managed to stay awake during the whole movie.,0.113256,0.101113,0.380425,0.062966,0.390313,Sadness
Sorry but if you liked this movie then you must have been sleep deprived and home alone in a dark room with lots of unwatched space behind you.,0.024892,0.073289,0.768829,0.002306,0.213099,Fear
Maybe alone in your parents house or in a strangers home.,0.127631,0.065147,0.445733,0.007599,0.467911,Sadness
Cause as movie it isnt that appealing it doesnt pull you in to the suggestive mystery that for me make the Vampyre myth so fascinating.,0.110313,0.0637,0.148429,0.245869,0.333764,Sadness
And furthermore it has so much of that tacky 70ies feel about it.,0.151224,0.19726,0.25721,0.069993,0.396233,Sadness
The scenery looks like cheap Theatre.,0.101815,0.257713,0.199643,0.035928,0.50406,Sadness
And i dont say that rejecting everything made in the 70ies.,0.190533,0.088174,0.140191,0.010606,0.679102,Sadness
Cause i can love old film as well as new.,0.020751,0.010002,0.049836,0.712953,0.08541,Joy
how many minutes does it take to paint a poem in this film much too long.,0.221609,0.251283,0.211011,0.089093,0.297781,Sadness
it tells the story about the impact of a first love between two schoolboys.,0.032301,0.040215,0.01975,0.737747,0.067284,Joy
the boys cant withhold touching each other and making love.,0.059615,0.104876,0.033125,0.571773,0.102885,Joy
but it really takes too long annoying long shame the effort was promising.,0.595598,0.25051,0.061323,0.003324,0.283007,Anger
This has to be one of the best if not the best film i have seen for a very very long time.,0.040446,0.052389,0.024298,0.676333,0.087783,Joy
Had enough action to satisfy an fan and yet the plot was very good.,0.088742,0.127506,0.028482,0.572351,0.070486,Joy
I really enjoyed the filmand had me hooked from start to finish.,0.03565,0.034474,0.021372,0.714998,0.081155,Joy
Added blood and gore in there but brought the realistic nature of what happens to the front of the film and even had a tear jerker ending for many people i should think.,0.191912,0.472747,0.029351,0.007288,0.463585,Disgust
It is a must watch for anyone.,0.110879,0.426352,0.149844,0.081338,0.303772,Disgust
Seen many reviews slating the film but to be fair most the films that get bad reviews turn out to be some of the best.,0.052765,0.219433,0.147744,0.306187,0.182811,Joy
this proves it once again.,0.230619,0.264627,0.208249,0.096278,0.270058,Sadness
Rent this film buy this film just go out and watch this film.,0.178094,0.354633,0.112102,0.169172,0.194422,Disgust
You will not be disappointed.,0.25397,0.224665,0.12663,0.037232,0.471203,Sadness
This is a slow moving story.,0.188158,0.124138,0.142939,0.020119,0.633067,Sadness
No crazy suspense.,0.170801,0.116243,0.351789,0.05676,0.374913,Sadness
No abrupt surprises.,0.074397,0.304009,0.14836,0.025724,0.5533,Sadness
If you cannot stand to see a movie about two people just talking and walking about a story that develops slowly till the very end and about loveydovey romance dont waste your time and money.,0.114413,0.512463,0.079571,0.020856,0.411512,Disgust
On the other hand if youre into dialog masterful story telling thought provoking ideas and finding true love in the fabric of life then this is your movie.,0.071292,0.029111,0.01512,0.588624,0.149897,Joy
I recommend you watch this movie when you are most alert though because the pace the music and the overall tone of the movie can put you in a woolgathering mood.,0.193133,0.027234,0.027836,0.450006,0.165512,Joy
Its truly fantastic.,0.015268,0.020441,0.02196,0.796642,0.056625,Joy
I really mean that.,0.223561,0.104985,0.154857,0.102688,0.437644,Sadness
Ethan Hawke and Julie Delpy are annoying with their mannerisms at times but thankfully the chemistry between the two makes the acting very natural warm and tender.,0.406914,0.069483,0.010953,0.332779,0.094177,Anger
They act and feel each other out from the very beginning making you feel as an intruder.,0.101675,0.083693,0.368661,0.070928,0.4061,Sadness
In their conversations there are excellent commentaries on many subjects that will provoke thought and conversation between you and your partner.,0.256375,0.105205,0.06989,0.283779,0.208191,Joy
I thought it was too deep and too diverse for such young characters but I may be underestimating their intelligence.,0.217881,0.104493,0.238161,0.153723,0.281163,Sadness
Still it did not ruin the movie.,0.14724,0.127376,0.210767,0.047973,0.530277,Sadness
The overall story is very simple which I think gives the movie its charm and ultimately its power.,0.040693,0.066557,0.048389,0.617701,0.097843,Joy
BOTTOM LINE The movies flow is slow.,0.198739,0.158549,0.184594,0.046965,0.495433,Sadness
The dialog is fascinating.,0.110626,0.089592,0.094385,0.421447,0.160587,Joy
The story builds gently systematically and substantive.,0.09152,0.225148,0.061234,0.291698,0.240302,Joy
The build up to the finale is satisfying and in the end rewarding.,0.111963,0.052835,0.075962,0.264282,0.370226,Sadness
Ettore Scola one of the most refined and grand directors we worldly citizens have is not yet available on DVD. its summer 2001 right now.,0.067334,0.026379,0.175785,0.259447,0.342804,Sadness
Mysteries to goggle the mind.,0.098395,0.078446,0.14807,0.332703,0.218998,Joy
it is a true gift.,0.030091,0.011777,0.018089,0.63009,0.158108,Joy
To avoid a critique but nonetheless try to prove a point i took my reluctant younger brother with me to see this film.,0.330012,0.362028,0.171742,0.055426,0.226115,Disgust
He never saw the film before and doesnt like those Italian Oldies.,0.241666,0.383162,0.158347,0.069379,0.262866,Disgust
Like all the others in the theater he was intrigued by this wonder.,0.118477,0.223556,0.211575,0.152095,0.288192,Sadness
Even during the endtitles the theater remained completely silent.,0.341376,0.120174,0.035864,0.038379,0.558389,Sadness
This SPECIAL DAY is truly special.,0.022049,0.037413,0.02433,0.735762,0.073369,Joy
A wonder of refinement.,0.151347,0.141622,0.450044,0.039785,0.320632,Fear
And a big loss if you havent seen it yet.,0.056922,0.052022,0.204507,0.000237,0.771487,Sadness
If you loved Pulp Fiction and like hand held cameras you should love this film.,0.015877,0.051296,0.016503,0.818202,0.027981,Joy
I liked the quirky story even though I feel that Pulp Fiction was the most overrated movie since The English Patient and found the characters unrealistic but interesting.,0.071922,0.051587,0.098969,0.304674,0.333194,Sadness
Its not On the Waterfront or Citizen Kane and is burdened by European pretentiousness.,0.189224,0.177966,0.187169,0.079856,0.424332,Sadness
But the worst part by far is the hand held camera.,0.123112,0.28766,0.287209,0.026548,0.41171,Sadness
It is so distracting and annoying I found myself waiting desperately for the movie to end.,0.745932,0.063213,0.097542,0.011245,0.202973,Anger
I dont know why new directors think this method of filming is so great.,0.165064,0.059772,0.066524,0.501818,0.090672,Joy
If you are prone to motion sickness stay away the hand held camera will have you nauseous in about 10 minutes.,0.108921,0.41721,0.307504,0.017908,0.308191,Disgust
I have seen a couple movies on eating disorders but this one was definitely my favorite one.,0.036322,0.028161,0.286574,0.362249,0.140417,Joy
The problem with the other ones was that the people with the eating disorders towards the end just automatically get better or accept the fact that they need help and thats it.,0.079075,0.096239,0.236734,0.006943,0.676448,Sadness
this movie I thought was more realistic cause in this one the main character Lexi doesnt automatically just get better.,0.077833,0.030645,0.239943,0.089267,0.543766,Sadness
She gets better and then has a drawback.,0.117166,0.022675,0.221009,0.223378,0.315206,Sadness
I think this movie shows more than the others that Ive seen that getting better doesnt just happen its hard work and takes time its a long path to recovery.,0.091683,0.049895,0.088124,0.230826,0.419191,Sadness
I think this movie shows all of that very well.,0.035933,0.061846,0.085333,0.38904,0.265869,Joy
There should be more movies like this.,0.057262,0.125471,0.050227,0.411015,0.213753,Joy
A delightful gentle comedic gem until the last five minutes which degenerate into run of the mill British TV farce.,0.167482,0.121903,0.086108,0.072557,0.574763,Sadness
The last five minutes cost it 2 points in my rating.,0.241341,0.084546,0.110884,0.018448,0.644716,Sadness
Despite this major plot and style flaw its worth watching for the character acting and the unique Cornwall setting.,0.212534,0.040717,0.03462,0.378412,0.205511,Joy
Many fine little bits to savor like the tense eternity we all go through waiting for the bank approval after the clerk has swiped the credit card.,0.218978,0.042586,0.091412,0.078844,0.585558,Sadness
made more piquant when were not  quite  sure the card is not maxed.,0.092854,0.032121,0.306209,0.041384,0.573934,Sadness
Yes this is an ultralow budget movie.,0.119261,0.093567,0.07679,0.38089,0.202983,Joy
